Types [2, 1] and maxint [999, 3] detected
--- Evolve in 4000 possible combinations ---
gen	nevals	avg    	min    	max     	std      
21 	2     	0.973845	0.973845	0.973845	0         
22 	7     	0.973845	0.973845	0.973845	0         
23 	0     	0.973845	0.973845	0.973845	0         
24 	9     	0.97251 	0.96049 	0.973845	0.00400668
25 	4     	0.973845	0.973845	0.973845	0         
26 	4     	0.973845	0.973845	0.973845	0         
27 	8     	0.973957	0.973845	0.974402	0.000222593
28 	4     	0.974235	0.973845	0.974402	0.000255013
29 	7     	0.974346	0.973845	0.974402	0.000166945
30 	8     	0.974235	0.973845	0.974402	0.000255013
31 	3     	0.97429 	0.973845	0.974402	0.000222593
32 	6     	0.974346	0.973845	0.974402	0.000166945
33 	10    	0.974179	0.973845	0.974402	0.00027262 
34 	9     	0.97429 	0.973845	0.974402	0.000222593
35 	3     	0.974235	0.973845	0.974402	0.000255013
36 	5     	0.974235	0.973845	0.974402	0.000255013
37 	10    	0.97429 	0.973845	0.974402	0.000222593
38 	10    	0.971285	0.943795	0.974402	0.00916492 
39 	10    	0.974402	0.974402	0.974402	0          
40 	3     	0.974402	0.974402	0.974402	0          
41 	10    	0.974402	0.974402	0.974402	0          
42 	6     	0.974402	0.974402	0.974402	0          
43 	8     	0.974402	0.974402	0.974402	0          
44 	3     	0.974402	0.974402	0.974402	0          
45 	4     	0.971619	0.96049 	0.974402	0.00556483 
46 	3     	0.957596	0.806344	0.974402	0.0504174  
47 	4     	0.974402	0.974402	0.974402	0          
48 	2     	0.974402	0.974402	0.974402	0          
49 	10    	0.973011	0.96049 	0.974402	0.00417362 
50 	4     	0.974346	0.973845	0.974402	0.000166945
51 	5     	0.974402	0.974402	0.974402	0          
52 	7     	0.974402	0.974402	0.974402	0          
53 	9     	0.974402	0.974402	0.974402	0          
54 	6     	0.974402	0.974402	0.974402	0          
55 	7     	0.974402	0.974402	0.974402	0          
56 	10    	0.974402	0.974402	0.974402	0          
57 	8     	0.974402	0.974402	0.974402	0          
58 	5     	0.957596	0.806344	0.974402	0.0504174  
59 	6     	0.974402	0.974402	0.974402	0          
60 	2     	0.974402	0.974402	0.974402	0          
61 	3     	0.974402	0.974402	0.974402	0          
62 	8     	0.974402	0.974402	0.974402	0          
63 	6     	0.974402	0.974402	0.974402	0          
64 	6     	0.974402	0.974402	0.974402	0          
65 	5     	0.974402	0.974402	0.974402	0          
66 	5     	0.974124	0.971619	0.974402	0.000834725
67 	5     	0.974346	0.973845	0.974402	0.000166945
68 	6     	0.956205	0.806344	0.974402	0.0501255  
69 	5     	0.974402	0.974402	0.974402	0          
70 	6     	0.974402	0.974402	0.974402	0          
71 	8     	0.974402	0.974402	0.974402	0          
72 	6     	0.974402	0.974402	0.974402	0          
73 	4     	0.971341	0.943795	0.974402	0.00918197 
74 	6     	0.974402	0.974402	0.974402	0          
75 	5     	0.974402	0.974402	0.974402	0          
76 	5     	0.974402	0.974402	0.974402	0          
77 	8     	0.974402	0.974402	0.974402	0          
78 	4     	0.974402	0.974402	0.974402	0          
79 	6     	0.974402	0.974402	0.974402	0          
80 	0     	0.974402	0.974402	0.974402	0          
81 	3     	0.974402	0.974402	0.974402	0          
82 	1     	0.974402	0.974402	0.974402	0          
83 	6     	0.974402	0.974402	0.974402	0          
84 	5     	0.974402	0.974402	0.974402	0          
85 	7     	0.974402	0.974402	0.974402	0          
86 	10    	0.974402	0.974402	0.974402	0          
87 	6     	0.974402	0.974402	0.974402	0          
88 	6     	0.974402	0.974402	0.974402	0          
89 	6     	0.974402	0.974402	0.974402	0          
90 	10    	0.974346	0.973845	0.974402	0.000166945
91 	3     	0.974402	0.974402	0.974402	0          
92 	8     	0.971341	0.943795	0.974402	0.00918197 
93 	7     	0.957596	0.806344	0.974402	0.0504174  
94 	0     	0.974402	0.974402	0.974402	0          
95 	6     	0.974402	0.974402	0.974402	0          
96 	6     	0.974402	0.974402	0.974402	0          
97 	4     	0.971341	0.943795	0.974402	0.00918197 
98 	5     	0.974346	0.973845	0.974402	0.000166945
99 	9     	0.971119	0.943795	0.974402	0.00911155 
100	6     	0.974235	0.973845	0.974402	0.000255013
101	6     	0.974235	0.973845	0.974402	0.000255013
102	6     	0.974402	0.974402	0.974402	0          
103	5     	0.971285	0.943795	0.974402	0.00916492 
104	6     	0.974402	0.974402	0.974402	0          
105	2     	0.974346	0.973845	0.974402	0.000166945
106	4     	0.974402	0.974402	0.974402	0          
107	6     	0.974402	0.974402	0.974402	0          
108	10    	0.974402	0.974402	0.974402	0          
109	9     	0.974402	0.974402	0.974402	0          
110	4     	0.974402	0.974402	0.974402	0          
111	9     	0.974402	0.974402	0.974402	0          
112	4     	0.974402	0.974402	0.974402	0          
113	7     	0.971341	0.943795	0.974402	0.00918197 
114	3     	0.974402	0.974402	0.974402	0          
115	8     	0.974402	0.974402	0.974402	0          
116	7     	0.974402	0.974402	0.974402	0          
117	5     	0.974402	0.974402	0.974402	0          
118	6     	0.973011	0.96049 	0.974402	0.00417362 
119	8     	0.974346	0.973845	0.974402	0.000166945
120	4     	0.974402	0.974402	0.974402	0          
121	3     	0.974402	0.974402	0.974402	0          
122	7     	0.974402	0.974402	0.974402	0          
123	4     	0.974402	0.974402	0.974402	0          
124	5     	0.974402	0.974402	0.974402	0          
125	6     	0.974346	0.973845	0.974402	0.000166945
126	8     	0.974402	0.974402	0.974402	0          
127	8     	0.974402	0.974402	0.974402	0          
128	9     	0.974402	0.974402	0.974402	0          
129	5     	0.974402	0.974402	0.974402	0          
130	8     	0.97429 	0.973289	0.974402	0.00033389 
131	7     	0.974402	0.974402	0.974402	0          
132	5     	0.974402	0.974402	0.974402	0          
133	2     	0.974402	0.974402	0.974402	0          
134	6     	0.973011	0.96049 	0.974402	0.00417362 
135	6     	0.971341	0.943795	0.974402	0.00918197 
136	8     	0.973011	0.96049 	0.974402	0.00417362 
137	3     	0.957373	0.804118	0.974402	0.0510851  
138	9     	0.974402	0.974402	0.974402	0          
139	6     	0.974402	0.974402	0.974402	0          
140	7     	0.971285	0.943795	0.974402	0.00916492 
Best individual is: {'C': 3.6301399351533017, 'kernel': 'rbf'}
with fitness: 0.9744017807456873
6
Types [2, 1] and maxint [999, 3] detected
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'FitnessMax' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'Individual' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
--- Evolve in 4000 possible combinations ---
gen	nevals	avg     	min     	max     	std      
0  	10    	0.901391	0.758486	0.973845	0.0889875
1  	8     	0.967891	0.943795	0.974402	0.012049 
2  	8     	0.973901	0.973845	0.974402	0.000166945
3  	7     	0.974068	0.973845	0.974402	0.00027262 
4  	6     	0.974235	0.973845	0.974402	0.000255013
5  	8     	0.959043	0.820812	0.974402	0.0460768  
6  	6     	0.97429 	0.973845	0.974402	0.000222593
7  	5     	0.974346	0.973845	0.974402	0.000166945
8  	7     	0.972955	0.96049 	0.974402	0.00415838 
9  	2     	0.974402	0.974402	0.974402	0          
10 	6     	0.971341	0.943795	0.974402	0.00918197 
11 	7     	0.974346	0.973845	0.974402	0.000166945
12 	4     	0.974402	0.974402	0.974402	0          
13 	3     	0.974402	0.974402	0.974402	0          
14 	4     	0.974402	0.974402	0.974402	0          
15 	6     	0.974346	0.973845	0.974402	0.000166945
16 	5     	0.974402	0.974402	0.974402	0          
17 	4     	0.959043	0.820812	0.974402	0.0460768  
18 	6     	0.974402	0.974402	0.974402	0          
19 	8     	0.972955	0.96049 	0.974402	0.00415838 
20 	6     	0.974402	0.974402	0.974402	0          
21 	7     	0.973011	0.96049 	0.974402	0.00417362 
22 	6     	0.974402	0.974402	0.974402	0          
23 	4     	0.974402	0.974402	0.974402	0          
24 	4     	0.974402	0.974402	0.974402	0          
25 	6     	0.974402	0.974402	0.974402	0          
26 	5     	0.974402	0.974402	0.974402	0          
27 	5     	0.973011	0.96049 	0.974402	0.00417362 
28 	6     	0.974402	0.974402	0.974402	0          
29 	7     	0.974124	0.971619	0.974402	0.000834725
30 	2     	0.974402	0.974402	0.974402	0          
31 	4     	0.974402	0.974402	0.974402	0          
32 	7     	0.972955	0.96049 	0.974402	0.00415838 
33 	5     	0.974346	0.973845	0.974402	0.000166945
34 	1     	0.959043	0.820812	0.974402	0.0460768  
35 	6     	0.974402	0.974402	0.974402	0          
36 	8     	0.973011	0.96049 	0.974402	0.00417362 
37 	4     	0.974402	0.974402	0.974402	0          
38 	8     	0.974346	0.973845	0.974402	0.000166945
39 	3     	0.974402	0.974402	0.974402	0          
40 	5     	0.974402	0.974402	0.974402	0          
41 	8     	0.974402	0.974402	0.974402	0          
42 	5     	0.974402	0.974402	0.974402	0          
43 	7     	0.974402	0.974402	0.974402	0          
44 	6     	0.972899	0.96049 	0.974402	0.00414234 
45 	5     	0.974402	0.974402	0.974402	0          
46 	5     	0.97429 	0.973845	0.974402	0.000222593
47 	6     	0.973901	0.970506	0.974402	0.00115261 
48 	7     	0.97123 	0.943795	0.974402	0.0091475  
49 	4     	0.974346	0.973845	0.974402	0.000166945
50 	4     	0.97429 	0.973845	0.974402	0.000222593
51 	8     	0.97429 	0.973845	0.974402	0.000222593
52 	6     	0.974402	0.974402	0.974402	0          
53 	7     	0.974402	0.974402	0.974402	0          
54 	5     	0.974402	0.974402	0.974402	0          
55 	6     	0.974402	0.974402	0.974402	0          
56 	7     	0.974402	0.974402	0.974402	0          
57 	4     	0.974402	0.974402	0.974402	0          
58 	6     	0.974402	0.974402	0.974402	0          
59 	10    	0.972844	0.96049 	0.974402	0.00412549 
60 	7     	0.956483	0.795771	0.974402	0.053571   
61 	8     	0.974235	0.973845	0.974402	0.000255013
62 	6     	0.974346	0.973845	0.974402	0.000166945
63 	0     	0.974402	0.974402	0.974402	0          
64 	5     	0.974402	0.974402	0.974402	0          
65 	7     	0.973011	0.96049 	0.974402	0.00417362 
66 	9     	0.974402	0.974402	0.974402	0          
67 	4     	0.974402	0.974402	0.974402	0          
68 	6     	0.974346	0.973845	0.974402	0.000166945
69 	4     	0.974402	0.974402	0.974402	0          
70 	7     	0.973011	0.96049 	0.974402	0.00417362 
71 	6     	0.974402	0.974402	0.974402	0          
72 	8     	0.974402	0.974402	0.974402	0          
73 	7     	0.974346	0.973845	0.974402	0.000166945
74 	2     	0.974402	0.974402	0.974402	0          
75 	7     	0.974402	0.974402	0.974402	0          
76 	10    	0.972955	0.96049 	0.974402	0.00415838 
77 	7     	0.971341	0.943795	0.974402	0.00918197 
78 	2     	0.974402	0.974402	0.974402	0          
79 	8     	0.974402	0.974402	0.974402	0          
80 	7     	0.974402	0.974402	0.974402	0          
81 	6     	0.974402	0.974402	0.974402	0          
82 	6     	0.974402	0.974402	0.974402	0          
83 	10    	0.974402	0.974402	0.974402	0          
84 	3     	0.974402	0.974402	0.974402	0          
85 	6     	0.974402	0.974402	0.974402	0          
86 	9     	0.974346	0.973845	0.974402	0.000166945
87 	4     	0.974402	0.974402	0.974402	0          
88 	8     	0.974402	0.974402	0.974402	0          
89 	5     	0.974402	0.974402	0.974402	0          
90 	6     	0.974402	0.974402	0.974402	0          
91 	8     	0.974346	0.973845	0.974402	0.000166945
92 	3     	0.974402	0.974402	0.974402	0          
93 	7     	0.974402	0.974402	0.974402	0          
94 	7     	0.974346	0.973845	0.974402	0.000166945
95 	8     	0.974402	0.974402	0.974402	0          
96 	10    	0.974402	0.974402	0.974402	0          
97 	6     	0.974402	0.974402	0.974402	0          
98 	6     	0.974402	0.974402	0.974402	0          
99 	6     	0.974402	0.974402	0.974402	0          
100	6     	0.974402	0.974402	0.974402	0          
101	3     	0.974402	0.974402	0.974402	0          
102	5     	0.974402	0.974402	0.974402	0          
103	8     	0.974402	0.974402	0.974402	0          
104	8     	0.974235	0.972732	0.974402	0.000500835
105	8     	0.974402	0.974402	0.974402	0          
106	8     	0.974402	0.974402	0.974402	0          
107	4     	0.974402	0.974402	0.974402	0          
108	3     	0.974402	0.974402	0.974402	0          
109	9     	0.974346	0.973845	0.974402	0.000166945
110	6     	0.974402	0.974402	0.974402	0          
111	9     	0.974402	0.974402	0.974402	0          
112	3     	0.974402	0.974402	0.974402	0          
113	6     	0.956539	0.795771	0.974402	0.0535893  
114	5     	0.974402	0.974402	0.974402	0          
115	7     	0.974402	0.974402	0.974402	0          
116	6     	0.974346	0.973845	0.974402	0.000166945
117	6     	0.974346	0.973845	0.974402	0.000166945
118	4     	0.974402	0.974402	0.974402	0          
119	6     	0.974402	0.974402	0.974402	0          
120	10    	0.974346	0.973845	0.974402	0.000166945
121	5     	0.974402	0.974402	0.974402	0          
122	7     	0.974402	0.974402	0.974402	0          
123	7     	0.974402	0.974402	0.974402	0          
124	1     	0.974402	0.974402	0.974402	0          
125	5     	0.974402	0.974402	0.974402	0          
126	10    	0.974402	0.974402	0.974402	0          
127	6     	0.974402	0.974402	0.974402	0          
128	6     	0.974402	0.974402	0.974402	0          
129	6     	0.974402	0.974402	0.974402	0          
130	3     	0.974346	0.973845	0.974402	0.000166945
131	4     	0.974402	0.974402	0.974402	0          
132	4     	0.973011	0.96049 	0.974402	0.00417362 
133	5     	0.974402	0.974402	0.974402	0          
134	4     	0.974402	0.974402	0.974402	0          
135	5     	0.974402	0.974402	0.974402	0          
136	4     	0.974402	0.974402	0.974402	0          
137	4     	0.974346	0.973845	0.974402	0.000166945
138	4     	0.973011	0.96049 	0.974402	0.00417362 
139	10    	0.956539	0.795771	0.974402	0.0535893  
140	9     	0.973011	0.96049 	0.974402	0.00417362 
Best individual is: {'C': 3.6301399351533017, 'kernel': 'rbf'}
with fitness: 0.9744017807456873
7
Types [2, 1] and maxint [999, 3] detected
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'FitnessMax' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'Individual' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
--- Evolve in 4000 possible combinations ---
gen	nevals	avg     	min     	max     	std      
0  	10    	0.923094	0.763495	0.973845	0.0800333
1  	6     	0.967835	0.943795	0.973845	0.01202  
2  	9     	0.97084 	0.943795	0.973845	0.00901503
3  	5     	0.973845	0.973845	0.973845	0         
4  	7     	0.973845	0.973845	0.973845	0         
5  	3     	0.973845	0.973845	0.973845	0         
6  	5     	0.973511	0.970506	0.973845	0.00100167
7  	3     	0.973845	0.973845	0.973845	0         
8  	10    	0.973845	0.973845	0.973845	0         
9  	8     	0.973845	0.973845	0.973845	0         
10 	5     	0.973901	0.973845	0.974402	0.000166945
11 	8     	0.973901	0.973845	0.974402	0.000166945
12 	7     	0.971285	0.96049 	0.974402	0.00540219 
13 	9     	0.973957	0.973289	0.974402	0.00033389 
14 	7     	0.97429 	0.973845	0.974402	0.000222593
15 	6     	0.974402	0.974402	0.974402	0          
16 	4     	0.974402	0.974402	0.974402	0          
17 	7     	0.971341	0.943795	0.974402	0.00918197 
18 	4     	0.957206	0.802449	0.974402	0.051586   
19 	4     	0.974402	0.974402	0.974402	0          
20 	3     	0.974402	0.974402	0.974402	0          
21 	4     	0.974402	0.974402	0.974402	0          
22 	8     	0.973011	0.96049 	0.974402	0.00417362 
23 	2     	0.974402	0.974402	0.974402	0          
24 	8     	0.974346	0.973845	0.974402	0.000166945
25 	4     	0.974346	0.973845	0.974402	0.000166945
26 	2     	0.974402	0.974402	0.974402	0          
27 	4     	0.974402	0.974402	0.974402	0          
28 	8     	0.974346	0.973845	0.974402	0.000166945
29 	9     	0.974402	0.974402	0.974402	0          
30 	8     	0.974402	0.974402	0.974402	0          
31 	6     	0.974402	0.974402	0.974402	0          
32 	7     	0.974402	0.974402	0.974402	0          
33 	5     	0.974346	0.973845	0.974402	0.000166945
34 	4     	0.974402	0.974402	0.974402	0          
35 	7     	0.974346	0.973845	0.974402	0.000166945
36 	3     	0.974402	0.974402	0.974402	0          
37 	1     	0.974402	0.974402	0.974402	0          
38 	7     	0.974402	0.974402	0.974402	0          
39 	6     	0.974402	0.974402	0.974402	0          
40 	4     	0.974402	0.974402	0.974402	0          
41 	4     	0.974346	0.973845	0.974402	0.000166945
42 	10    	0.974402	0.974402	0.974402	0          
43 	7     	0.974346	0.973845	0.974402	0.000166945
44 	8     	0.974402	0.974402	0.974402	0          
45 	6     	0.974402	0.974402	0.974402	0          
46 	6     	0.974402	0.974402	0.974402	0          
47 	4     	0.974402	0.974402	0.974402	0          
48 	6     	0.974346	0.973845	0.974402	0.000166945
49 	7     	0.974346	0.973845	0.974402	0.000166945
50 	3     	0.974346	0.973845	0.974402	0.000166945
51 	7     	0.974402	0.974402	0.974402	0          
52 	6     	0.971341	0.943795	0.974402	0.00918197 
53 	10    	0.974346	0.973845	0.974402	0.000166945
54 	5     	0.971285	0.943795	0.974402	0.00916492 
55 	8     	0.974402	0.974402	0.974402	0          
56 	8     	0.957206	0.802449	0.974402	0.051586   
57 	2     	0.974402	0.974402	0.974402	0          
58 	5     	0.974402	0.974402	0.974402	0          
59 	5     	0.974402	0.974402	0.974402	0          
60 	6     	0.974402	0.974402	0.974402	0          
61 	9     	0.974402	0.974402	0.974402	0          
62 	7     	0.97429 	0.973845	0.974402	0.000222593
63 	7     	0.974402	0.974402	0.974402	0          
64 	4     	0.974402	0.974402	0.974402	0          
65 	8     	0.957206	0.802449	0.974402	0.051586   
66 	8     	0.974402	0.974402	0.974402	0          
67 	8     	0.974346	0.973845	0.974402	0.000166945
68 	4     	0.974402	0.974402	0.974402	0          
69 	5     	0.974402	0.974402	0.974402	0          
70 	6     	0.974346	0.973845	0.974402	0.000166945
71 	4     	0.974402	0.974402	0.974402	0          
72 	8     	0.974402	0.974402	0.974402	0          
73 	5     	0.974346	0.973845	0.974402	0.000166945
74 	7     	0.974402	0.974402	0.974402	0          
75 	6     	0.971341	0.943795	0.974402	0.00918197 
76 	5     	0.974402	0.974402	0.974402	0          
77 	7     	0.974402	0.974402	0.974402	0          
78 	7     	0.974402	0.974402	0.974402	0          
79 	4     	0.974402	0.974402	0.974402	0          
80 	8     	0.974402	0.974402	0.974402	0          
81 	8     	0.974068	0.971063	0.974402	0.00100167 
82 	9     	0.974402	0.974402	0.974402	0          
83 	7     	0.974402	0.974402	0.974402	0          
84 	7     	0.974402	0.974402	0.974402	0          
85 	10    	0.974402	0.974402	0.974402	0          
86 	6     	0.974402	0.974402	0.974402	0          
87 	5     	0.974402	0.974402	0.974402	0          
88 	5     	0.974402	0.974402	0.974402	0          
89 	4     	0.974346	0.973845	0.974402	0.000166945
90 	4     	0.974402	0.974402	0.974402	0          
91 	6     	0.957151	0.802449	0.974402	0.0515677  
92 	9     	0.974346	0.973845	0.974402	0.000166945
93 	6     	0.974346	0.973845	0.974402	0.000166945
94 	5     	0.974402	0.974402	0.974402	0          
95 	5     	0.974402	0.974402	0.974402	0          
96 	4     	0.974402	0.974402	0.974402	0          
97 	3     	0.974402	0.974402	0.974402	0          
98 	4     	0.974402	0.974402	0.974402	0          
99 	4     	0.974402	0.974402	0.974402	0          
100	10    	0.974402	0.974402	0.974402	0          
101	6     	0.973011	0.96049 	0.974402	0.00417362 
102	6     	0.973011	0.96049 	0.974402	0.00417362 
103	5     	0.974346	0.973845	0.974402	0.000166945
104	9     	0.974402	0.974402	0.974402	0          
105	6     	0.974402	0.974402	0.974402	0          
106	3     	0.974402	0.974402	0.974402	0          
107	4     	0.974402	0.974402	0.974402	0          
108	8     	0.974402	0.974402	0.974402	0          
109	5     	0.971619	0.96049 	0.974402	0.00556483 
110	7     	0.974402	0.974402	0.974402	0          
111	6     	0.974402	0.974402	0.974402	0          
112	7     	0.974402	0.974402	0.974402	0          
113	6     	0.974402	0.974402	0.974402	0          
114	6     	0.974402	0.974402	0.974402	0          
115	8     	0.974402	0.974402	0.974402	0          
116	6     	0.974346	0.973845	0.974402	0.000166945
117	4     	0.974402	0.974402	0.974402	0          
118	10    	0.957206	0.802449	0.974402	0.051586   
119	6     	0.974346	0.973845	0.974402	0.000166945
120	5     	0.974402	0.974402	0.974402	0          
121	6     	0.971285	0.943795	0.974402	0.00916492 
122	6     	0.974402	0.974402	0.974402	0          
123	2     	0.974402	0.974402	0.974402	0          
124	7     	0.974402	0.974402	0.974402	0          
125	8     	0.974402	0.974402	0.974402	0          
126	7     	0.974402	0.974402	0.974402	0          
127	4     	0.974402	0.974402	0.974402	0          
128	3     	0.971341	0.943795	0.974402	0.00918197 
129	6     	0.974402	0.974402	0.974402	0          
130	2     	0.974402	0.974402	0.974402	0          
131	8     	0.973011	0.96049 	0.974402	0.00417362 
132	7     	0.974402	0.974402	0.974402	0          
133	5     	0.974402	0.974402	0.974402	0          
134	10    	0.974402	0.974402	0.974402	0          
135	1     	0.971341	0.943795	0.974402	0.00918197 
136	8     	0.974402	0.974402	0.974402	0          
137	2     	0.974402	0.974402	0.974402	0          
138	8     	0.974402	0.974402	0.974402	0          
139	5     	0.974402	0.974402	0.974402	0          
140	10    	0.974402	0.974402	0.974402	0          
Best individual is: {'C': 7.207792329377755, 'kernel': 'rbf'}
with fitness: 0.9744017807456873
8
Types [2, 1] and maxint [999, 3] detected
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'FitnessMax' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
/usr/local/lib/python3.6/dist-packages/deap/creator.py:141: RuntimeWarning: A class named 'Individual' has already been created and it will be overwritten. Consider deleting previous creation of that class or rename it.
  RuntimeWarning)
--- Evolve in 4000 possible combinations ---
gen	nevals	avg     	min     	max     	std      
0  	10    	0.918753	0.763495	0.973845	0.0782012
1  	8     	0.964496	0.96049 	0.973845	0.0061203
2  	6     	0.964385	0.96049 	0.973845	0.00595723
3  	5     	0.968447	0.96049 	0.974402	0.00650895
4  	6     	0.973957	0.973845	0.974402	0.000222593
5  	3     	0.974124	0.973845	0.974402	0.000278242
6  	10    	0.974402	0.974402	0.974402	0          
7  	9     	0.971341	0.943795	0.974402	0.00918197 
8  	5     	0.974402	0.974402	0.974402	0          
9  	6     	0.974402	0.974402	0.974402	0          
10 	6     	0.974402	0.974402	0.974402	0          
11 	1     	0.974402	0.974402	0.974402	0          
12 	6     	0.974346	0.973845	0.974402	0.000166945
13 	7     	0.971341	0.943795	0.974402	0.00918197 
14 	5     	0.973011	0.96049 	0.974402	0.00417362 
15 	7     	0.974402	0.974402	0.974402	0          
16 	4     	0.974402	0.974402	0.974402	0          
17 	6     	0.97429 	0.973845	0.974402	0.000222593
18 	2     	0.974402	0.974402	0.974402	0          
19 	5     	0.974402	0.974402	0.974402	0          
20 	7     	0.974402	0.974402	0.974402	0          
21 	7     	0.974402	0.974402	0.974402	0          
22 	6     	0.974346	0.973845	0.974402	0.000166945
23 	6     	0.974402	0.974402	0.974402	0          
24 	7     	0.974402	0.974402	0.974402	0          
25 	5     	0.974402	0.974402	0.974402	0          
26 	7     	0.974402	0.974402	0.974402	0          
27 	8     	0.974346	0.973845	0.974402	0.000166945
28 	8     	0.974402	0.974402	0.974402	0          
29 	5     	0.974402	0.974402	0.974402	0          
30 	6     	0.974402	0.974402	0.974402	0          
31 	8     	0.974346	0.973845	0.974402	0.000166945
32 	7     	0.971285	0.943795	0.974402	0.00916492 
33 	7     	0.974346	0.973845	0.974402	0.000166945
34 	8     	0.974402	0.974402	0.974402	0          
35 	5     	0.974402	0.974402	0.974402	0          
36 	2     	0.974402	0.974402	0.974402	0          
37 	3     	0.974402	0.974402	0.974402	0          
38 	5     	0.974402	0.974402	0.974402	0          
39 	7     	0.974402	0.974402	0.974402	0          
40 	9     	0.973011	0.96049 	0.974402	0.00417362 
41 	4     	0.974402	0.974402	0.974402	0          
42 	5     	0.954201	0.772398	0.974402	0.060601   
43 	6     	0.974402	0.974402	0.974402	0          
44 	6     	0.974402	0.974402	0.974402	0          
45 	8     	0.974402	0.974402	0.974402	0          
46 	8     	0.974402	0.974402	0.974402	0          
47 	2     	0.974402	0.974402	0.974402	0          
48 	5     	0.974402	0.974402	0.974402	0          
49 	10    	0.974402	0.974402	0.974402	0          
50 	6     	0.974402	0.974402	0.974402	0          
51 	4     	0.974402	0.974402	0.974402	0          
52 	9     	0.974402	0.974402	0.974402	0          
53 	7     	0.974346	0.973845	0.974402	0.000166945
54 	7     	0.974402	0.974402	0.974402	0          
55 	7     	0.974402	0.974402	0.974402	0          
56 	5     	0.973011	0.96049 	0.974402	0.00417362 
57 	8     	0.974402	0.974402	0.974402	0          
58 	7     	0.974346	0.973845	0.974402	0.000166945
59 	6     	0.973011	0.96049 	0.974402	0.00417362 
60 	7     	0.974402	0.974402	0.974402	0          
61 	7     	0.974402	0.974402	0.974402	0          
62 	7     	0.974346	0.973845	0.974402	0.000166945
63 	4     	0.971341	0.943795	0.974402	0.00918197 
64 	5     	0.974346	0.973845	0.974402	0.000166945
65 	6     	0.974402	0.974402	0.974402	0          
66 	4     	0.974402	0.974402	0.974402	0          
67 	8     	0.974402	0.974402	0.974402	0          
68 	5     	0.974346	0.973845	0.974402	0.000166945
69 	6     	0.974402	0.974402	0.974402	0          
70 	4     	0.974402	0.974402	0.974402	0          
71 	3     	0.974402	0.974402	0.974402	0          
72 	5     	0.974402	0.974402	0.974402	0          
73 	8     	0.95704 	0.801336	0.974402	0.0519016  
74 	3     	0.974402	0.974402	0.974402	0          
75 	6     	0.974402	0.974402	0.974402	0          
76 	7     	0.974402	0.974402	0.974402	0          
77 	2     	0.974402	0.974402	0.974402	0          
78 	6     	0.974402	0.974402	0.974402	0          
79 	9     	0.974402	0.974402	0.974402	0          
80 	7     	0.974402	0.974402	0.974402	0          
81 	8     	0.974402	0.974402	0.974402	0          
82 	4     	0.974346	0.973845	0.974402	0.000166945
83 	6     	0.974346	0.973845	0.974402	0.000166945
84 	6     	0.974402	0.974402	0.974402	0          
85 	3     	0.974402	0.974402	0.974402	0          
86 	4     	0.974402	0.974402	0.974402	0          
87 	6     	0.974402	0.974402	0.974402	0          
88 	6     	0.971341	0.943795	0.974402	0.00918197 
89 	7     	0.974402	0.974402	0.974402	0          
90 	6     	0.974402	0.974402	0.974402	0          
91 	8     	0.974402	0.974402	0.974402	0          
92 	4     	0.974402	0.974402	0.974402	0          
93 	7     	0.974402	0.974402	0.974402	0          
94 	6     	0.974402	0.974402	0.974402	0          
95 	6     	0.974402	0.974402	0.974402	0          
96 	4     	0.974402	0.974402	0.974402	0          
97 	6     	0.974402	0.974402	0.974402	0          
98 	6     	0.974402	0.974402	0.974402	0          
99 	4     	0.974402	0.974402	0.974402	0          
100	6     	0.971341	0.943795	0.974402	0.00918197 
101	3     	0.974346	0.973845	0.974402	0.000166945
102	8     	0.974402	0.974402	0.974402	0          
103	6     	0.974402	0.974402	0.974402	0          
104	7     	0.974402	0.974402	0.974402	0          
105	6     	0.974402	0.974402	0.974402	0          
106	5     	0.974346	0.973845	0.974402	0.000166945
107	3     	0.974402	0.974402	0.974402	0          
108	4     	0.974402	0.974402	0.974402	0          
109	7     	0.974346	0.973845	0.974402	0.000166945
110	3     	0.974402	0.974402	0.974402	0          
111	6     	0.974402	0.974402	0.974402	0          
112	5     	0.974402	0.974402	0.974402	0          
113	5     	0.974402	0.974402	0.974402	0          
114	8     	0.974402	0.974402	0.974402	0          
115	5     	0.974402	0.974402	0.974402	0          
116	8     	0.957095	0.801336	0.974402	0.0519199  
117	5     	0.974402	0.974402	0.974402	0          
118	4     	0.974346	0.973845	0.974402	0.000166945
119	3     	0.974402	0.974402	0.974402	0          
